fuel_flow,t_source,eta_sys,t_sink,cop_hp,status,is_valid
0.0002915053062825176,-22.929292929292927,1.661730301501683,23.556415181410124,4.2557676716722765,valid,True
0.0002915053062825176,-21.515151515151516,1.6948360536810256,23.900587858044233,4.366120178936752,valid,True
0.0002915053062825176,-20.1010101010101,1.7291785907098365,24.258126864131597,4.480595302366122,valid,True
0.0002915053062825176,-18.686868686868685,1.764800128233228,24.629514838420377,4.5993337607774265,valid,True
0.0002915053062825176,-17.272727272727273,1.800256030845517,25.059855669002033,4.717520102818391,valid,True
0.0002915053062825176,-15.858585858585858,1.838696287438441,25.454283643192074,4.845654291461469,valid,True
0.0002915053062825176,-14.444444444444445,1.8785463457293072,25.86434954841518,4.9784878190976904,valid,True
0.0002915053062825176,-13.030303030303031,1.919845365757848,26.290553289891307,5.116151219192826,valid,True
0.0002915053062825176,-11.616161616161616,1.9626314112967693,26.733375907658296,5.258771370989231,valid,True
0.0002915053062825176,-10.2020202020202,2.0069412869059304,27.19327398504322,5.406470956353101,valid,True
0.0002915053062825176,-8.787878787878789,2.0528104042225723,27.670674018378374,5.559368014075241,valid,True
0.0002915053062825176,-7.373737373737374,2.098113162888213,28.210584201690367,5.710377209627375,valid,True
0.0002915053062825176,-5.9595959595959584,2.1475707601235627,28.7144935564294,5.875235867078542,valid,True
0.0002915053062825176,-4.545454545454547,2.198668142014229,29.238156317119312,6.045560473380763,valid,True
0.0002915053062825176,-3.1313131313131315,2.251425044458528,29.781881072097466,6.221416814861761,valid,True
0.0002915053062825176,-1.7171717171717162,2.3058598684776666,30.34589316117797,6.402866228258889,valid,True
0.0002915053062825176,-0.30303030303030454,2.361990360833725,30.930328489496468,6.589967869445751,valid,True
0.0002915053062825176,1.1111111111111107,2.41730693839996,31.57267347473396,6.774356461333199,valid,True
0.0002915053062825176,2.525252525252526,2.4777040543412263,32.18444104948793,6.97568018113742,valid,True
0.0002915053062825176,3.9393939393939377,2.5397027742509044,32.8198605564582,7.182342580836347,valid,True
0.0002915053062825176,5.3535353535353565,2.6033013644983405,33.47857139065083,7.3943378816611345,valid,True
0.0002915053062825176,6.767676767676768,2.6646274513481845,34.20599650872029,7.598758171160614,valid,True
0.0002915053062825176,8.18181818181818,2.733749201924403,34.881371074730374,7.8291640064146755,valid,True
0.0002915053062825176,9.595959595959599,2.803758061047646,35.58912658623221,8.06252687015882,valid,True
0.0002915053062825176,11.01010101010101,2.8745952641237555,36.32777459970363,8.298650880412518,valid,True
0.0002915053062825176,12.424242424242422,2.9468321721421815,37.089904571224466,8.539440573807271,valid,True
0.0002915053062825176,13.838383838383841,3.019316641348024,37.884849066061,8.78105547116008,valid,True
0.0002915053062825176,15.252525252525253,3.0941472950003956,38.69222591589169,9.030490983334651,valid,True
0.0002915053062825176,16.666666666666664,3.1719242554749796,39.50766901772738,9.28974751824993,valid,True
0.0002915053062825176,18.080808080808083,3.254316718187872,40.31962423257404,9.56438906062624,valid,True
0.0002915053062825176,19.494949494949495,3.3309440741602048,41.20566685413127,9.819813580534015,valid,True
0.0002915053062825176,20.909090909090907,3.4179742877491144,42.046340665494725,10.109914292497047,valid,True
0.0002915053062825176,22.323232323232325,3.505810413659926,42.9127034751604,10.40270137886642,valid,True
0.0002915053062825176,23.737373737373737,3.5806519572098243,43.88744432465524,10.652173190699413,valid,True
0.0002915053062825176,25.15151515151515,3.6777197106729327,44.751260502024095,10.975732368909775,valid,True
0.0002915053062825176,26.565656565656568,3.7563827380901715,45.74665867446378,11.237942460300571,valid,True
0.0002915053062825176,27.97979797979798,3.857909240185633,46.639524645504885,11.57636413395211,valid,True
0.0002915053062825176,29.39393939393939,3.947601996301883,47.6192034062467,11.875339987672943,valid,True
0.0002915053062825176,30.80808080808081,4.030340319667906,48.65168422565934,12.151134398893019,valid,True
0.0002915053062825176,32.22222222222222,4.13656418174518,49.59343905830609,12.5052139391506,valid,True
0.0003678379771828634,-30.0,1.4635918579947624,24.453326898013938,3.5953061933158748,valid,True
0.0003678379771828634,-28.585858585858585,1.4880188994957588,24.773910039318135,3.6767296649858627,valid,True
0.0003678379771828634,-27.171717171717173,1.5132658536470098,25.105627442510475,3.760886178823366,valid,True
0.0003678379771828634,-25.757575757575758,1.5393589576094122,25.448854059883324,3.8478631920313737,valid,True
0.0003678379771828634,-24.343434343434343,1.5663246501663943,25.80396723800065,3.937748833887981,valid,True
0.0003678379771828634,-22.929292929292927,1.5930545583508184,26.217637635850735,4.026848527836061,valid,True
0.0003678379771828634,-21.515151515151516,1.6219301933549615,26.592246729800422,4.123100644516538,valid,True
0.0003678379771828634,-20.1010101010101,1.6517613675869374,26.98013395130159,4.222537891956458,valid,True
0.0003678379771828634,-18.686868686868685,1.682573567740456,27.38169815192851,4.32524522580152,valid,True
0.0003678379771828634,-17.272727272727273,1.7143918741963122,27.797329655939194,4.43130624732104,valid,True
0.0003678379771828634,-15.858585858585858,1.7472408668559762,28.227407158691552,4.540802889519921,valid,True
0.0003678379771828634,-14.444444444444445,1.7811445374814707,28.67229450870686,4.6538151249382365,valid,True
0.0003678379771828634,-13.030303030303031,1.8161262102220306,29.132337455964997,4.770420700740101,valid,True
0.0003678379771828634,-11.616161616161616,1.8505861038123605,29.653149955228407,4.8852870127078685,valid,True
0.0003678379771828634,-10.2020202020202,1.888027480256619,30.135990881414386,5.0100916008553975,valid,True
0.0003678379771828634,-8.787878787878789,1.9266044662563941,30.63578086668271,5.138681554187981,valid,True
0.0003678379771828634,-7.373737373737374,1.9663325554758755,31.15280153153924,5.271108518252919,valid,True
0.0003678379771828634,-5.9595959595959584,2.007226338597594,31.687285367908352,5.4074211286586475,valid,True
0.0003678379771828634,-4.545454545454547,2.0492997113896676,32.23941148241567,5.547665704632226,valid,True
0.0003678379771828634,-3.1313131313131315,2.0903020753408796,32.856317689147765,5.684340251136265,valid,True
0.0003678379771828634,-1.7171717171717162,2.1353347622795145,33.43066871936182,5.8344492075983805,valid,True
0.0003678379771828634,-0.30303030303030454,2.181519288001683,34.025329163023486,5.988397626672277,valid,True
0.0003678379771828634,1.1111111111111107,2.2288554632161146,34.64022234820346,6.146184877387048,valid,True
0.0003678379771828634,2.525252525252526,2.2773472064192783,35.27513190427966,6.307824021397594,valid,True
0.0003678379771828634,3.9393939393939377,2.324188739491254,35.97521113104075,6.463962464970847,valid,True
0.0003678379771828634,5.3535353535353565,2.376303977892368,36.62708882581357,6.637679926307894,valid,True
0.0003678379771828634,6.767676767676768,2.429244174182175,37.305177662781915,6.814147247273917,valid,True
0.0003678379771828634,8.18181818181818,2.483016183916168,38.00816415519254,6.99338727972056,valid,True
0.0003678379771828634,9.595959595959599,2.5362456256141086,38.75306888360007,7.170818752047029,valid,True
0.0003678379771828634,11.01010101010101,2.594400751764093,39.46741637604198,7.364669172546976,valid,True
0.0003678379771828634,12.424242424242422,2.649291882264903,40.25572929881094,7.5476396075496766,valid,True
0.0003678379771828634,13.838383838383841,2.7097039417434354,41.00969184741098,7.749013139144785,valid,True
0.0003678379771828634,15.252525252525253,2.771399305671709,41.78213121227744,7.95466435223903,valid,True
0.0003678379771828634,16.666666666666664,2.8281211905379977,42.63695607931574,8.143737301793324,valid,True
0.0003678379771828634,18.080808080808083,2.8883746272401525,43.481072406784584,8.34458209080051,valid,True
0.0003678379771828634,19.494949494949495,2.955760805850288,44.2838408322727,8.569202686167626,valid,True
0.0003678379771828634,20.909090909090907,3.0218767059082143,45.12774198823637,8.789589019694048,valid,True
0.0003678379771828634,22.323232323232325,3.0824071799662476,46.04544965624878,8.991357266554157,valid,True
0.0003678379771828634,23.737373737373737,3.1468744951874292,46.95137586954408,9.206248317291431,valid,True
0.0003678379771828634,25.15151515151515,3.221450651347832,47.80074382020949,9.454835504492774,valid,True
0.0003678379771828634,26.565656565656568,3.2851099149814904,48.75755452021817,9.667033049938302,valid,True
0.0003678379771828634,27.97979797979798,3.3529491834399274,49.70274131385273,9.893163944799758,valid,True
0.0003678379771828634,29.39393939393939,3.431151012297785,50.59749089325196,10.153836707659282,valid,True
0.0003678379771828634,30.80808080808081,3.4953595577248824,51.60577288287044,10.367865192416275,valid,True
0.0004641588833612782,-30.0,1.4094786908847512,27.352579179489396,3.4149289696158376,valid,True
0.0004641588833612782,-28.585858585858585,1.4309327755077628,27.70428175257652,3.486442585025877,valid,True
0.0004641588833612782,-27.171717171717173,1.4530286652957922,28.067166837281853,3.560095550985975,valid,True
0.0004641588833612782,-25.757575757575758,1.4757826809775418,28.441549537744642,3.6359422699251396,valid,True
0.0004641588833612782,-24.343434343434343,1.4992110376267282,28.827742114829853,3.7140367920890935,valid,True
